于光术	25.5	70.1	95.6
于蕤光	22	85.5	107.5
于光蒙	62	74.2	136.2
于光茄	25.5	70.1	95.6
于昕光	22	85.6	107.6
于测光	61	74.6	135.6
于顺光	60.5	91.3	151.8
于儒光	62	72.8	134.8
于综光	62	79.4	141.4
于纹光	63	79.6	142.6
于光棉	22.5	81.3	103.8
于样光	21	87.5	108.5
于诗光	61	74.6	135.6
于蒿光	22	72.8	94.8
于和光	62	85.6	147.6
于进光	21	87.5	108.5
于钊光	63	79.6	142.6
于光彰	23	75.7	98.7
于霆光	61	87.5	148.5
于国光	23.5	70.4	93.9
于光湄	63	66.6	129.6
于晗光	23.5	70.4	93.9
于光景	22.5	81.3	103.8
于光绸	63	75.7	138.7
于光目	62	72.4	134.4
于光滢	64	74.0	138.0
于光谋	62	74.2	136.2
于迎光	23.5	70.4	93.9
于光苗	65.5	70.1	135.6
于光绵	63	75.7	138.7
于伸光	62	79.9	141.9
于光是	64	82.0	146.0
于光淙	62.5	81.3	143.8
于光鸣	63	75.7	138.7
于光铭	63	75.7	138.7
于光名	62	77.3	139.3
于光淞	62.5	81.3	143.8
于光淅	62.5	81.3	143.8
于铭光	62	79.4	141.4
于光敬	23	66.6	89.6
于光民	62	72.4	134.4
于光墅	23	75.7	98.7
于光淦	62.5	81.3	143.8
于轩光	23	79.6	102.6
于光涓	65.5	70.1	135.6
于秤光	63	79.6	142.6
于栋光	20.5	91.3	111.8
于灿光	22	69.0	91.0
于光杏	22	81.3	103.3
于瀛光	63	82.8	145.8
于启光	23.5	70.4	93.9
于光士	63	69.7	132.7
于州光	62	77.3	139.3
于光洳	65	71.3	136.3
于光溓	25	71.5	96.5
于蓉光	22	72.8	94.8
于光纳	25	71.3	96.3
于光圣	23	66.6	89.6
于增光	21	87.5	108.5
于光盛	62.5	81.3	143.8
于乐光	21	87.5	108.5
于光牧	64	72.3	136.3
于苍光	22	72.8	94.8
于光诗	63	66.6	129.6
于絮光	60.5	91.3	151.8
于誉光	23.5	78.6	102.1
于光茂	25.5	70.1	95.6
于光宁	23	75.7	98.7
于光纪	24	82.0	106.0
于颖光	22	72.8	94.8
于木光	22	81.5	103.5
于苦光	23.5	70.4	93.9
于福光	62	79.4	141.4
于蕾光	22	78.1	100.1
于积光	22	72.8	94.8
于卫光	21	87.5	108.5
于楠光	21	74.6	95.6
于培光	23.5	70.4	93.9
于崊光	23	79.8	102.8
于华光	62	79.4	141.4
于光藩	65.5	70.8	136.3
于圣光	21	74.6	95.6
于朱光	22	77.3	99.3
于光沈	64	72.3	136.3
于尘光	22	79.4	101.4
于荪光	22	72.8	94.8
于光功	22	72.4	94.4
于新光	61	74.6	135.6
于光添	62.5	81.3	143.8
于光巩	22	82.2	104.2
于光鑫	63	75.7	138.7
于若光	23.5	70.4	93.9
于光胜	62.5	81.3	143.8
于光绿	23	75.7	98.7
于光田	22	72.4	94.4
于澎光	62	72.8	134.8
于语光	22	79.4	101.4
于光束	62	81.3	143.3
于炎光	22	85.6	107.6
于韬光	22	78.1	100.1
于望光	63.5	70.4	133.9
于毅光	21	87.5	108.5
于光庆	22	82.2	104.2
于彩光	63.5	70.4	133.9
于光隆	22	70.5	92.5
于风光	62	87.6	149.6
于富光	60.5	91.3	151.8
于纺光	63	79.6	142.6
于光菘	23	75.7	98.7
于纷光	63	79.6	142.6
于行光	62	77.3	139.3
于光洲	65	71.3	136.3
于谦光	22	69.0	91.0
于萧光	22	85.5	107.5
于光荪	22	74.2	96.2
于稠光	61	74.6	135.6
于笑光	63	79.6	142.6
于敬光	21	74.6	95.6
于成光	62	79.9	141.9
于影光	21	87.5	108.5
于朋光	62	79.9	141.9
于光菡	23	75.7	98.7
于光萦	22	74.2	96.2
于光浩	65.5	70.1	135.6
于可光	21	77.0	98.0
于材光	22	79.9	101.9
于谋光	62	72.8	134.8
于歌光	22	79.4	101.4
于纪光	22	87.6	109.6
于光贵	22.5	81.3	103.8
于光菽	23	75.7	98.7
于梧光	23.5	70.4	93.9
于杏光	22	79.9	101.9
于朔光	23	79.6	102.6
于骅光	60.5	86.9	147.4
于埕光	23	79.6	102.6
于跃光	23.5	78.6	102.1
于龙光	22	72.8	94.8
于光铁	65.5	70.8	136.3
于申光	61	77.0	138.0
于聚光	62	79.4	141.4
于光霆	62	82.2	144.2
于绒光	60.5	91.3	151.8
于等光	20.5	91.3	111.8
于光固	24	72.3	96.3
于光松	24	72.6	96.6
于旦光	21	77.0	98.0
于萼光	21	87.5	108.5
于绿光	22	79.4	101.4
于贵光	20.5	91.3	111.8
于光萼	22	82.2	104.2
于森光	20.5	91.3	111.8
于光冠	24	82.0	106.0
于光蒿	22	74.2	96.2
于平光	61	77.0	138.0
于绥光	61	74.6	135.6
于光梓	25.5	70.1	95.6
于光蓁	22	74.2	96.2
于光纶	23	75.7	98.7
于光晰	62.5	81.3	143.8
于纳光	23	79.6	102.6
于光钦	62.5	81.3	143.8
于堆光	23.5	70.4	93.9
于光秦	25	71.3	96.3
于光土	23	69.7	92.7
于光析	24	72.3	96.3
于光申	62	72.4	134.4
于璟光	23	79.8	102.8
于元光	22	81.5	103.5
于旺光	22	85.6	107.6
于淙光	60.5	91.3	151.8
于廉光	21	74.6	95.6
于光梧	25.5	70.1	95.6
于清光	60.5	91.3	151.8
于光武	64	72.3	136.3
于光略	25.5	70.1	95.6
于友光	22	81.5	103.5
于淇光	60.5	91.3	151.8
于易光	22	85.6	107.6
于芦光	20.5	86.9	107.4
于晃光	23	79.6	102.6
于光涡	63	66.6	129.6
于斌光	63.5	70.4	133.9
于柏光	22	87.6	109.6
于格光	23	79.6	102.6
于光稿	22	82.2	104.2
于荥光	62	79.4	141.4
于光清	62.5	81.3	143.8
于光晴	22.5	81.3	103.8
于泓光	62	87.6	149.6
于光卫	22	82.2	104.2
于大光	21	74.9	95.9
于光纹	65	71.3	136.3
于光文	63	76.3	139.3
于缨光	21	81.8	102.8
于固光	22	85.6	107.6
于翔光	20.5	91.3	111.8
于光纯	65	71.3	136.3
于析光	22	85.6	107.6
于光纬	22	82.2	104.2
于怡光	22	87.6	109.6
于光伟	25.5	70.1	95.6
于光晏	25	71.3	96.3
于阳光	22	69.0	91.0
于光蔚	22	70.5	92.5
于光潍	64	72.6	136.6
于光为	22.5	81.3	103.8
于朗光	23.5	70.4	93.9
于光维	23	75.7	98.7
于光绢	23	66.6	89.6
于移光	23.5	70.4	93.9
于光韦	24	82.0	106.0
于昆光	22	85.6	107.6
于晓光	22	72.8	94.8
于朵光	22	77.3	99.3
于生光	61	77.0	138.0
于泰光	22	87.6	109.6
于晏光	23	79.6	102.6
于光蔷	24	74.0	98.0
于光强	25.5	70.1	95.6
于荃光	20.5	91.3	111.8
